0.696469188,0.286139339,0.226851448,0.551314771,0.719468951,0.423106462,0.98076421,0.684829712,0.480931908,0.39211753
0.343178004,0.729049683,0.438572258,0.0596778952,0.398044258,0.737995386,0.182491735,0.175451756,0.531551361,0.531827569
0.634400964,0.849431813,0.724455297,0.611023486,0.722443402,0.322958916,0.36178866,0.228263229,0.293714046,0.63097614
0.0921049416,0.433701187,0.430862755,0.493685097,0.425830305,0.312261224,0.426351309,0.893389165,0.944160044,0.501836658
0.623952925,0.115618393,0.317285478,0.414826214,0.866309166,0.250455379,0.483034253,0.985559762,0.519485116,0.612894535
0.120628662,0.826340795,0.603060126,0.545068026,0.342763841,0.304120779,0.417022198,0.681300759,0.87545687,0.510422349
0.669313788,0.585936546,0.6249035,0.674689054,0.842342436,0.083194986,0.763682842,0.243666381,0.194222957,0.572456956
0.0957125202,0.885326803,0.627248943,0.723416328,0.0161292069,0.594431877,0.556785166,0.158959642,0.153070509,0.695529521
0.318766415,0.691970289,0.554383278,0.388950586,0.925132513,0.841669977,0.357397556,0.0435914621,0.304768085,0.39818567
0.704958856,0.995358467,0.355914861,0.762547791,0.593176901,0.69170177,0.151127458,0.39887628,0.240855902,0.343456
0.513128161,0.666624546,0.105908483,0.130894944,0.321980596,0.66156435,0.846506238,0.553257346,0.854452491,0.384837806
0.316787899,0.354264677,0.171081826,0.829112649,0.33867085,0.552370071,0.578551471,0.521533072,0.00268806447,0.988345444
0.905341566,0.207635865,0.292489409,0.520010173,0.901911378,0.983630896,0.257542074,0.564359069,0.806968689,0.394370049
0.731073022,0.161069021,0.60069859,0.865864456,0.983521581,0.0793657899,0.42834729,0.20454286,0.450636476,0.547763586
0.0933267102,0.296860784,0.927584231,0.569003761,0.457412004,0.753525972,0.741862178,0.0485790335,0.708697379,0.839243352
0.165937886,0.780997932,0.286536604,0.306469738,0.665261447,0.11139217,0.664872468,0.887856781,0.696311295,0.440327883
0.438214391,0.765096068,0.565641999,0.0849041641,0.582671106,0.814843714,0.337066382,0.927576602,0.750716984,0.574063838
0.751644015,0.0791489631,0.859389067,0.821504116,0.909871638,0.128631204,0.0817800835,0.138415575,0.399378717,0.42430687
0.562218368,0.122243546,0.201399505,0.811644375,0.467987567,0.807938218,0.00742637832,0.551592708,0.931932151,0.582175434
0.206095725,0.717757583,0.378985852,0.668383956,0.0293197222,0.635900378,0.0321979336,0.74478066,0.472912997,0.121754356
0.542635918,0.0667744428,0.653364897,0.996086299,0.769397318,0.573774099,0.102635257,0.699834049,0.66116786,0.0490971319
